,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1,tiene_cochera,tiene_parrilla,tiene_pileta,tiene_terraza,expensas
56273,4.0,3.0,124.0,118.0,3.139378097551763,1,1,1,0,Con expensas
56274,2.0,1.0,41.0,41.0,-1.5813164054787954,0,0,0,0,Con expensas
56275,1.0,1.0,42.0,35.0,-1.9272231783579217,1,1,0,0,
56276,3.0,2.0,70.0,65.0,0.101540359875287,1,0,0,0,
56277,2.0,1.0,61.0,55.0,-0.9988409609314736,0,0,0,0,
56278,5.0,4.0,220.0,198.0,6.050771008152539,1,0,0,1,Con expensas
56279,2.0,1.0,44.0,44.0,-1.5332232285352991,0,0,0,0,
56280,5.0,3.0,215.0,137.0,4.507409771059388,0,1,0,1,
56281,3.0,2.0,63.0,59.0,-0.185289335957499,0,0,0,0,
56282,2.0,1.0,69.0,56.0,-0.8570359408227921,1,1,1,1,Con expensas
56283,3.0,2.0,67.0,60.0,-0.0210338127273126,0,0,0,0,Bajas expensas
56284,3.0,2.0,70.0,64.0,0.2446648655364722,1,0,1,1,Con expensas
56285,4.0,3.0,214.0,140.0,4.299506325881771,1,0,0,0,
56286,2.0,1.0,61.6,46.0,-1.2278532679728351,0,0,0,0,Bajas expensas
56287,3.0,2.0,56.0,54.0,-0.2704031721608312,0,0,0,1,Bajas expensas
56288,2.0,1.0,60.0,58.5,-1.1248670929875535,1,1,0,1,Con expensas
56289,2.0,1.0,46.0,42.0,-1.417618691124643,1,1,1,1,Con expensas
56290,1.0,1.0,33.0,30.0,-2.2602380847531505,0,1,0,0,
56291,4.0,3.0,186.0,106.0,3.258538860730995,1,1,0,1,
56292,4.0,3.0,172.0,156.0,4.009713608750382,1,0,0,1,
56293,4.0,3.0,205.0,160.0,4.230783097930952,0,1,1,1,
56294,4.0,3.0,137.0,109.0,2.747761206982148,1,0,0,1,
56295,3.0,2.0,77.0,63.0,0.257885563780833,0,1,0,1,
56296,2.0,1.0,67.0,58.0,-0.8429038554854744,1,1,1,1,
56297,3.0,2.0,67.0,67.0,-0.0286916738228457,0,1,0,0,Sin expensas
56298,3.0,2.0,56.0,52.4,-0.2507127668305075,0,0,0,0,
56299,2.0,1.0,38.0,38.0,-1.7021198770307484,0,0,0,0,
56300,3.0,1.0,55.0,52.0,-0.9283684054761184,0,0,0,0,Con expensas
56301,1.0,1.0,55.0,35.0,-1.935036507736268,1,1,0,0,Con expensas
56302,2.0,1.0,51.0,41.0,-1.6364402278631291,0,0,0,0,
56303,3.0,2.0,82.0,78.0,0.5113127356439899,1,0,0,0,Con expensas
56304,2.0,1.0,48.0,45.0,-1.1907793836466485,1,1,1,0,
56305,3.0,2.0,63.0,61.0,-0.0631304208830073,1,0,0,0,
56306,3.0,2.0,95.0,65.0,0.0356661170631156,0,0,0,1,Sin expensas
56307,1.0,1.0,114.0,105.0,0.212582493615362,0,0,0,0,
56308,4.0,3.0,157.0,151.0,3.661265831702115,0,0,0,0,Con expensas
56309,3.0,2.0,54.0,54.0,-0.2981124355561925,0,0,0,0,Con expensas
56310,3.0,2.0,72.0,68.0,0.3192436874035925,0,1,1,0,
56311,2.0,1.0,45.0,40.0,-1.5530590327841112,0,1,0,1,Con expensas
56312,2.0,1.0,38.0,38.0,-1.810200493557949,0,0,0,0,
56313,5.0,3.0,101.0,93.0,1.841948620271447,0,0,0,1,
56314,3.0,2.0,124.2,89.0,1.3359402718364275,1,0,0,0,Con expensas
56315,2.0,1.0,46.0,38.0,-1.607913355845732,0,0,0,0,
56316,2.0,1.0,35.0,32.0,-1.784273029025885,0,0,0,0,Con expensas
56317,4.0,4.0,150.0,141.0,3.757583149348786,0,0,0,0,Con expensas
56318,2.0,1.0,55.0,55.0,-0.5700796842959297,1,0,1,0,
56319,1.0,1.0,52.6,42.0,-1.8521350373828904,0,0,0,0,
56320,4.0,3.0,81.0,67.0,1.1445741361307125,1,0,0,0,Con expensas
56321,3.0,2.0,186.0,80.0,1.3347310602892095,0,0,0,1,Sin expensas
56322,3.0,2.0,86.0,80.0,0.9513253681690934,1,1,0,0,Bajas expensas
56323,2.0,1.0,54.0,47.0,-1.111339597162032,0,1,1,0,Con expensas
56324,3.0,2.0,61.0,57.0,-0.3533124785624445,0,0,0,0,
56325,5.0,3.0,128.0,106.4,2.35206206245128,0,0,0,1,
56326,3.0,2.0,102.0,73.0,0.7346439814091691,1,1,0,1,
56327,2.0,1.0,60.0,43.0,-1.337164094050827,0,1,1,1,
56328,3.0,2.0,71.0,68.0,0.416479507452939,1,0,1,0,Con expensas
56329,3.0,2.0,59.0,56.0,-0.450815353142601,1,0,0,0,
56330,2.0,1.0,29.0,29.0,-1.940398475486062,0,0,0,0,Con expensas
56331,3.0,2.0,64.0,58.0,-0.0900754474519493,1,0,0,0,Con expensas
56332,3.0,2.0,109.0,53.0,0.122368709669324,0,1,0,1,
56333,2.0,1.0,79.0,56.0,-0.6718051356335921,1,0,1,1,Con expensas
56334,4.0,3.0,95.0,78.0,1.7247223832861884,0,0,0,0,
56335,3.0,2.0,50.0,50.0,-0.5004237819207912,0,0,0,0,Con expensas
56336,3.0,2.0,74.0,66.0,0.2945903391824867,1,0,0,0,
56337,2.0,1.0,37.0,37.0,-1.5548370921430332,0,0,0,0,
56338,3.0,2.0,55.0,51.0,-0.5003635548209532,0,0,0,0,Con expensas
56339,1.0,1.0,31.0,25.0,-2.297813361852132,0,0,0,0,
56340,3.0,2.0,70.0,70.0,0.1088403855973284,0,0,0,0,
56341,3.0,2.0,68.0,65.0,-0.0776198935567649,0,1,0,1,
56342,2.0,1.0,44.0,36.0,-1.4166270712513347,0,0,0,0,
56343,4.0,3.0,65.0,65.0,0.9298229286381898,0,0,0,0,Con expensas
56344,1.0,1.0,46.0,40.0,-1.803409609955196,0,1,0,0,Con expensas
56345,4.0,3.0,130.0,127.0,2.4165541614837,0,0,0,1,Bajas expensas
56346,3.0,2.0,72.0,65.0,0.0096012337945687,0,1,1,0,Sin expensas
56347,6.0,3.0,220.0,158.0,5.47678241862185,1,0,0,1,
56348,3.0,2.0,116.0,70.0,0.2525345283145226,0,0,0,1,
56349,4.0,3.0,105.0,101.0,2.044703004934041,1,0,0,0,
56350,1.0,1.0,38.0,35.0,-2.0154475503929805,0,1,0,1,
56351,3.0,2.0,62.0,56.0,-0.3627517546843522,0,0,0,0,Con expensas
56352,2.0,1.0,31.0,31.0,-1.92056992002445,0,0,0,0,Con expensas
56353,2.0,1.0,180.0,120.0,2.0223229328676826,1,0,0,0,
56354,3.0,2.0,75.0,64.0,0.0241761416312416,1,0,0,0,Con expensas
56355,1.0,1.0,75.0,75.0,-0.8138141458113712,0,0,1,0,
56356,3.0,2.0,64.0,60.0,0.0109526786506439,0,0,0,0,
56357,1.0,1.0,49.3,40.0,-1.95231607232681,1,1,0,1,Con expensas
56358,3.0,2.0,72.0,60.0,0.0334087035897178,0,1,0,0,
56359,1.0,1.0,25.0,25.0,-2.4224288447820537,0,0,0,1,Con expensas
56360,3.0,3.0,80.0,75.0,0.6275973210702377,0,0,1,0,
56361,2.0,1.0,53.0,43.0,-1.1895651227248605,0,1,0,1,Bajas expensas
56362,2.0,1.0,64.0,55.0,-0.9055433705286704,0,0,0,0,
56363,1.0,1.0,30.0,30.0,-2.318858375585502,0,0,0,0,Con expensas
56364,3.0,2.0,58.0,58.0,-0.1313453327576948,1,1,1,1,
56365,4.0,3.0,110.0,102.0,1.9823987476556928,1,0,0,0,Con expensas
56366,2.0,1.0,44.0,44.0,-1.5135853525983891,0,0,0,0,Con expensas
56367,2.0,1.0,53.0,46.0,-1.3181311225699983,0,0,1,1,
56368,3.0,2.0,57.0,55.0,-0.2833609286385817,0,0,0,0,
56369,5.0,4.0,146.0,126.0,3.8193892104293807,1,1,0,1,Con expensas
56370,7.0,4.0,276.0,157.0,5.646906371688541,0,0,0,0,
56371,4.0,3.0,162.0,125.0,3.0120749502324826,1,1,1,1,Con expensas
56372,3.0,2.0,62.0,59.0,-0.1279273652466636,1,0,0,1,
56373,5.0,4.0,117.0,117.0,2.8346614831835155,0,0,0,0,Bajas expensas
56374,1.0,1.0,76.0,35.0,-1.7750405770333335,1,0,0,1,
56375,1.0,1.0,22.0,22.0,-2.531885412357397,0,0,0,0,Con expensas
56376,6.0,3.0,200.0,150.0,4.673155530629114,0,0,0,0,
56377,2.0,1.0,55.0,45.0,-1.1780716813392305,1,1,1,1,
56378,4.0,3.0,114.0,84.0,1.6929448489439922,0,0,0,1,
56379,1.0,1.0,39.0,34.0,-2.114987430711968,0,1,0,0,
56380,4.0,3.0,108.0,102.0,2.8411963722512943,1,0,0,1,
56381,3.0,2.0,99.0,88.0,0.8328173804932488,0,0,0,1,Con expensas
56382,3.0,2.0,54.0,54.0,-0.3585702254355548,0,0,0,1,Con expensas
56383,2.0,2.0,55.0,47.0,-0.656189979250253,0,1,1,0,Con expensas
56384,2.0,1.0,40.0,40.0,-1.6807016284070146,0,0,0,0,Con expensas
56385,3.0,3.0,171.9,150.0,2.949879109301948,1,1,0,1,
56386,2.0,1.0,24.0,24.0,-2.155101847488273,0,0,0,0,Con expensas
56387,1.0,1.0,33.0,30.0,-2.227833761664252,0,1,1,0,Con expensas
56388,2.0,1.0,49.0,40.0,-1.277652194460117,0,0,0,1,
56389,3.0,2.0,92.0,80.0,0.9145000813663722,1,1,0,1,Con expensas
56390,1.0,1.0,37.0,32.0,-2.1329222034838047,0,0,0,0,
56391,3.0,2.0,47.0,47.0,-0.8337991137386958,0,0,0,0,
56392,2.0,1.0,44.0,36.0,-1.3699920194154664,1,0,0,0,Con expensas
56393,3.0,2.0,80.0,70.0,0.2179998911668514,1,0,0,1,
56394,4.0,3.0,114.0,106.0,2.3451169872885558,0,1,0,1,
56395,2.0,1.0,50.0,26.0,-1.7262934281670044,0,0,0,0,Con expensas
56396,3.0,2.0,67.0,67.0,0.0639972698038004,0,0,0,0,Con expensas
56397,4.0,3.0,267.0,242.0,6.101043379778725,1,1,1,1,
56398,4.0,3.0,109.0,95.0,1.9978696434279533,1,0,0,0,Con expensas
56399,2.0,1.0,60.0,57.0,-1.0926276261451977,0,0,0,0,Con expensas
56400,5.0,3.0,205.0,195.0,5.044975828834634,0,0,0,0,
56401,3.0,2.0,125.0,125.0,2.997357414100774,1,1,1,0,
56402,1.0,1.0,41.0,30.0,-2.2036828305891425,1,0,0,0,
56403,2.0,1.0,43.0,43.0,-1.6605191913397923,0,0,0,1,
56404,3.0,2.0,79.0,71.0,0.399206419980588,1,0,0,0,Con expensas
56405,3.0,2.0,74.0,74.0,0.0397583916390738,0,0,0,0,
56406,3.0,2.0,65.0,65.0,0.0189107300015915,0,0,0,0,
56407,2.0,1.0,45.0,38.0,-1.4925457605057422,0,0,1,0,Con expensas
56408,3.0,2.0,84.0,80.0,0.8715115213594146,1,0,0,0,Con expensas
56409,3.0,2.0,70.0,65.0,0.2954931548780728,0,1,0,1,
56410,4.0,3.0,109.8,92.0,1.7175434250363877,0,1,0,0,Con expensas
56411,3.0,2.0,82.0,72.7,0.2123016382936002,1,0,0,0,
56412,3.0,2.0,70.0,65.0,0.2601343685087426,1,0,0,0,
56413,2.0,1.0,45.0,45.0,-1.648685230829097,0,0,0,1,
56414,3.0,2.0,57.0,52.0,-0.4467614796009132,0,0,0,1,Con expensas
56415,4.0,4.0,74.0,69.0,1.5122023636955642,0,0,0,0,
56416,3.0,2.0,66.0,60.0,-0.0355507690075574,0,0,0,0,Bajas expensas
56417,5.0,1.0,220.0,138.0,3.277951608274952,0,0,0,1,Sin expensas
56418,1.0,1.0,40.0,30.0,-2.2415822187271672,0,0,0,0,
56419,2.0,2.0,49.0,49.0,-0.8904386760486485,0,0,0,0,
56420,2.0,1.0,49.0,42.0,-1.28646240536766,0,1,0,0,
56421,2.0,1.0,43.0,40.0,-1.2491156227085507,1,0,0,1,
56422,2.0,1.0,48.0,44.0,-1.4299666025677504,1,1,0,1,Con expensas
56423,2.0,1.0,38.0,38.0,-1.7818772859227547,0,0,0,0,
56424,3.0,2.0,65.0,65.0,0.0050700824629553,0,0,0,0,
56425,3.0,1.0,56.0,48.0,-0.7656972278562675,0,0,0,1,Bajas expensas
56426,1.0,1.0,26.0,26.0,-2.498977610795744,0,0,0,0,
56427,3.0,2.0,85.0,85.0,0.542524209734375,0,0,0,0,Con expensas
56428,4.0,3.0,87.0,78.0,1.397777612905429,0,0,0,0,Con expensas
56429,4.0,3.0,70.0,60.0,0.7458416994017608,0,0,0,0,
56430,4.0,3.0,150.0,150.0,2.685545552593195,0,0,0,1,
56431,2.0,1.0,53.0,43.0,-1.2178027303575294,1,0,1,1,
56432,5.0,3.0,161.0,120.0,3.2629797497682334,0,1,0,1,Sin expensas
56433,4.0,3.0,95.0,88.0,1.3925486871026254,0,0,0,1,
56434,4.0,3.0,121.0,119.0,2.611419763380053,0,0,0,0,
56435,3.0,2.0,49.0,45.0,-0.453575011053643,0,0,0,0,
56436,1.0,1.0,33.0,30.0,-2.2649936217230837,0,0,0,0,Con expensas
56437,5.0,3.0,123.0,112.0,3.516883811833697,0,0,0,0,
56438,1.0,1.0,40.0,37.0,-2.0626541210833085,1,0,0,0,Con expensas
56439,3.0,2.0,73.0,63.0,0.2453733943896787,0,1,0,1,Con expensas
56440,3.0,2.0,60.9,56.0,-0.3942368668136902,0,0,0,0,Con expensas
56441,3.0,2.0,152.0,114.0,2.073198096862604,1,1,1,1,
56442,2.0,1.0,37.0,37.0,-1.6545267328800333,0,0,0,0,Con expensas
56443,3.0,3.0,232.1,195.0,4.505227678227313,1,0,0,1,
56444,2.0,1.0,43.0,40.0,-1.701204394286532,0,0,0,1,
56445,1.0,1.0,29.0,29.0,-2.267328521178165,0,0,0,0,
56446,4.0,3.0,113.0,110.0,2.3909298888850925,1,0,0,1,
56447,4.0,3.0,55.0,55.0,0.4618420021770465,0,0,0,0,Bajas expensas
56448,3.0,2.0,35.0,35.0,-1.0584754245695005,0,0,0,0,
56449,5.0,4.0,172.0,157.0,5.703097262997086,1,0,0,1,
56450,3.0,2.0,76.0,76.0,0.7536253276105516,1,1,1,1,
56451,3.0,2.0,67.0,67.0,-0.0642165210741745,0,1,0,0,Sin expensas
56452,2.0,1.0,52.0,42.0,-1.4309769818284075,0,0,1,0,Bajas expensas
56453,3.0,2.0,50.2,45.0,-0.7449705638913202,0,0,0,0,Con expensas
56454,2.0,1.0,60.0,60.0,-1.1812687639007964,0,0,0,0,Bajas expensas
56455,3.0,2.0,84.0,75.0,0.5179202789687658,1,0,0,1,
56456,2.0,1.0,46.3,38.0,-1.647965318719537,0,0,0,0,Con expensas
56457,4.0,3.0,92.0,92.0,1.4629467955504365,0,1,0,0,
56458,1.0,1.0,30.0,30.0,-2.3643699362114314,0,0,0,0,
56459,3.0,2.0,65.0,56.0,-0.1204957211171672,0,0,0,0,Con expensas
56460,4.0,3.0,63.0,60.0,0.945026239663196,1,0,0,0,Con expensas
56461,1.0,1.0,100.0,92.0,-0.3085980839160271,0,0,1,0,
56462,2.0,1.0,34.0,34.0,-1.79104679451529,0,0,0,0,
56463,2.0,1.0,45.0,38.0,-1.6094391271678958,0,0,0,1,Con expensas
56464,3.0,2.0,70.0,61.0,-0.0410275617402369,1,0,0,1,
56465,4.0,3.0,184.0,171.0,3.688166999684427,0,1,0,0,
56466,3.0,2.0,72.0,69.0,0.0173236534128096,0,0,0,0,Con expensas
56467,2.0,1.0,55.0,43.0,-1.297439890376918,0,1,0,0,Sin expensas
56468,3.0,2.0,42.0,40.0,-0.7288760804339866,0,0,0,0,
56469,1.0,1.0,35.0,31.0,-2.25223611742622,1,1,0,1,Con expensas
56470,2.0,1.0,38.0,36.0,-1.714374935963802,0,0,0,0,
56471,4.0,3.0,225.0,210.0,5.822995048539704,1,0,0,0,
56472,2.0,1.0,46.0,43.0,-1.552963491173274,0,0,0,0,Con expensas
56473,3.0,2.0,120.0,116.0,2.3618630624583536,1,0,1,0,
56474,1.0,1.0,32.0,29.0,-2.2499547116046483,0,1,0,1,Con expensas
56475,1.0,1.0,75.0,68.0,-1.1883852016336829,0,1,0,0,Con expensas
56476,2.0,1.0,60.0,50.0,-1.2441891562019902,1,1,1,1,Bajas expensas
56477,3.0,2.0,100.0,100.0,0.9366348830915476,0,0,0,0,
56478,4.0,3.0,115.9,91.0,1.938639918622305,0,0,0,0,Con expensas
56479,3.0,2.0,68.0,62.0,0.1129053125249225,0,0,0,1,Bajas expensas
56480,4.0,3.0,140.0,130.0,2.738990848984977,0,0,0,1,
56481,3.0,2.0,120.0,111.0,1.5905306453515389,0,0,0,0,Con expensas
56482,1.0,1.0,35.0,30.0,-2.1161080116715056,0,0,0,0,
56483,4.0,3.0,109.0,109.0,2.13375506716295,1,1,1,1,
56484,3.0,2.0,110.0,90.0,0.7306053909259312,0,1,0,0,
56485,2.0,1.0,44.0,35.0,-1.6622244872807457,0,0,0,0,
56486,2.0,1.0,40.0,40.0,-1.6874996600874248,0,0,0,0,
56487,1.0,1.0,33.0,30.0,-2.221236816411979,0,1,1,1,
56488,3.0,2.0,100.0,100.0,1.7808403337823997,1,0,0,0,
56489,3.0,2.0,91.0,86.0,0.9674291416975548,1,0,0,1,Con expensas
56490,2.0,1.0,47.0,43.0,-1.509361666726778,1,0,0,1,Con expensas
56491,3.0,2.0,42.0,42.0,-0.7432929980034325,0,0,0,0,
56492,3.0,2.0,45.0,40.0,-0.7627224000590089,0,0,0,0,
56493,3.0,2.0,51.0,51.0,-0.4597486816424459,0,0,0,0,Con expensas
56494,3.0,2.0,68.0,65.0,-0.1636890413047822,0,0,0,1,Con expensas
56495,3.0,2.0,75.0,70.0,0.1524748736955676,0,0,0,0,
56496,4.0,3.0,61.0,61.0,0.743842732385505,0,0,0,0,
56497,2.0,1.0,51.0,46.0,-1.4406365849365157,0,0,1,0,
56498,2.0,1.0,46.0,46.0,-1.335611416901331,0,0,0,0,
56499,3.0,2.0,77.0,66.0,0.3596966099713939,0,0,1,1,Con expensas
56500,3.0,2.0,79.0,79.0,0.529549131940355,0,0,0,0,Con expensas
56501,2.0,1.0,35.0,35.0,-1.8396630356091843,0,0,0,0,Con expensas
56502,1.0,1.0,34.0,31.0,-2.2299646579504877,0,0,0,1,
56503,1.0,1.0,21.0,21.0,-2.579774742656585,0,0,1,0,
56504,5.0,4.0,110.0,102.0,2.543078117474057,0,0,0,0,
56505,1.0,1.0,39.0,33.0,-2.057806878432444,1,1,0,0,
56506,4.0,2.0,228.0,140.0,3.350768664159684,0,1,0,1,Sin expensas
56507,1.0,1.0,33.0,33.0,-2.0946420201325964,0,0,0,0,Con expensas
56508,5.0,4.0,98.0,91.0,2.682538587933092,1,0,0,0,
56509,2.0,1.0,38.0,38.0,-1.7411109826236828,0,0,0,0,
56510,3.0,2.0,65.0,65.0,-0.1061732832548164,0,0,0,0,
56511,4.0,3.0,90.0,80.0,1.81823071519213,0,1,0,1,
56512,2.0,1.0,32.0,29.0,-1.7619296956806694,0,0,0,0,Bajas expensas
56513,2.0,1.0,50.0,41.0,-1.3494454056613816,1,1,0,1,Con expensas
56514,2.0,1.0,49.0,42.0,-1.2134209308464354,1,1,1,0,
56515,2.0,1.0,43.0,43.0,-1.4479578156501656,1,0,0,0,Con expensas
56516,3.0,2.0,110.0,110.0,1.6704073471141765,1,0,0,0,Con expensas
56517,3.0,2.0,94.0,90.0,0.5686734445906533,0,0,0,0,
56518,1.0,1.0,39.9,30.0,-2.216949856135292,0,0,0,0,
56519,1.0,1.0,33.0,29.0,-2.2106244537213677,0,1,1,1,
56520,2.0,1.0,37.0,37.0,-1.829881879936471,0,0,0,1,Con expensas
56521,3.0,1.0,75.0,68.0,-0.1344155303350011,0,0,0,0,
56522,1.0,1.0,33.0,31.0,-2.2075591564793795,0,0,0,0,Bajas expensas
56523,2.0,1.0,41.0,38.0,-1.439228019631007,0,1,1,0,
56524,1.0,1.0,27.0,21.0,-2.5000284975289766,0,0,0,0,
56525,1.0,1.0,24.0,24.0,-2.5121120406192565,0,0,0,0,Bajas expensas
56526,4.0,3.0,165.2,120.0,3.2019974618397606,1,0,0,1,
56527,1.0,1.0,23.0,23.0,-2.470437863756384,0,0,0,0,
56528,2.0,1.0,46.0,43.0,-1.5829414313974963,1,1,1,1,Con expensas
56529,3.0,2.0,135.0,115.0,1.7001910627196268,0,0,0,0,
56530,2.0,1.0,79.0,75.0,0.2895712905352171,1,0,0,0,
56531,2.0,1.0,56.0,50.0,-1.077614786509609,1,1,0,1,
56532,3.0,2.0,115.0,74.0,0.9746393148124024,1,1,0,1,
56533,2.0,1.0,40.7,34.0,-1.8065165499130051,0,0,0,0,
56534,1.0,1.0,36.0,36.0,-2.082382777015075,0,0,0,0,
56535,8.0,4.0,225.0,225.0,6.072560036643496,0,0,0,0,
56536,4.0,2.0,109.0,70.0,1.3644807138903428,0,1,0,1,
56537,4.0,3.0,117.0,117.0,1.998181580835405,0,0,0,0,Bajas expensas
56538,3.0,2.0,49.0,49.0,-0.5643149983213651,0,0,0,0,Con expensas
56539,3.0,2.0,82.0,72.0,0.5837301163983561,1,1,1,1,
56540,4.0,3.0,241.0,206.0,4.674157054270013,0,0,0,1,
56541,2.0,1.0,48.0,44.0,-1.531319606677214,0,0,0,0,
56542,3.0,2.0,66.0,63.0,-0.0963396335444101,0,0,0,0,Con expensas
56543,2.0,1.0,35.0,30.0,-1.8291037509873644,0,0,0,0,
56544,4.0,3.0,78.0,74.0,1.6158048505385842,1,0,1,0,
56545,5.0,3.0,247.0,122.0,3.979736948974419,0,0,0,1,
56546,3.0,2.0,80.0,64.0,0.4047549859543522,1,1,0,0,
56547,3.0,2.0,81.0,74.0,0.6723928676752242,1,1,1,0,Con expensas
56548,1.0,1.0,39.0,34.0,-2.066430033158542,0,0,1,0,
56549,4.0,3.0,76.0,69.0,0.7984120702622476,0,0,0,0,Con expensas
56550,2.0,1.0,73.0,65.0,-0.3462547158320169,1,1,1,1,
56551,3.0,2.0,105.0,100.0,1.1419710529033067,1,0,0,1,
56552,2.0,2.0,54.0,48.0,-1.007765765009609,0,0,0,0,
56553,1.0,1.0,44.0,38.0,-1.961668163133228,1,0,0,1,Con expensas
56554,2.0,1.0,73.0,41.0,-1.135196958983115,1,1,1,1,
56555,3.0,2.0,71.0,62.0,0.2230594442459548,1,1,1,1,Con expensas
56556,2.0,1.0,41.0,41.0,-1.5811032722355145,0,0,0,0,Bajas expensas
56557,2.0,1.0,52.0,47.0,-1.328248409666213,0,0,0,0,
56558,5.0,4.0,245.0,210.0,6.639751990553308,0,1,0,1,
56559,3.0,2.0,90.0,89.0,0.8806424119686519,0,0,0,1,
56560,3.0,2.0,55.0,55.0,-0.4556219064475079,0,0,0,0,Con expensas
56561,4.0,2.0,83.0,80.0,1.5156120032765583,1,0,0,0,Con expensas
56562,3.0,2.0,42.0,40.0,-0.6026784899754705,0,0,0,0,Bajas expensas
56563,3.0,2.0,80.0,80.0,0.6498996628894611,0,0,0,1,
56564,3.0,2.0,86.0,68.0,0.5657515828431705,0,0,0,0,
56565,3.0,2.0,57.0,51.0,-0.3747500190370226,0,0,0,0,Con expensas
56566,3.0,3.0,69.0,57.0,0.1598575164564125,0,0,0,0,Con expensas
56567,3.0,2.0,64.0,64.0,-0.2532955762204228,0,0,0,0,Sin expensas
56568,3.0,2.0,65.0,65.0,-0.0132349906155083,0,0,0,1,Bajas expensas
56569,1.0,1.0,36.0,36.0,-2.2621143309202663,0,0,0,0,Con expensas
56570,3.0,2.0,44.0,44.0,-0.7070529172191705,0,0,0,0,
56571,1.0,1.0,32.0,32.0,-2.3317773598694065,0,0,0,0,
56572,3.0,2.0,102.0,98.0,1.2589687668588294,0,0,0,0,
56573,3.0,2.0,65.0,56.0,0.0283489187714724,1,0,0,0,Con expensas
56574,4.0,3.0,100.0,92.0,2.136594632518604,1,1,0,1,
56575,2.0,1.0,50.0,43.0,-1.1776813019620886,1,1,1,0,Con expensas
56576,4.0,3.0,184.8,142.0,3.722770103312026,1,0,0,1,Con expensas
56577,3.0,2.0,125.0,120.0,2.2996499800753667,1,0,0,0,Con expensas
56578,2.0,1.0,50.0,47.0,-1.3170203465356791,0,0,1,1,
56579,4.0,3.0,112.0,102.0,2.273847774654368,0,0,0,0,Con expensas
56580,2.0,1.0,55.0,50.0,-1.2709213506979118,0,0,0,0,
56581,3.0,2.0,60.0,55.0,-0.2224767988224892,0,0,0,1,
56582,1.0,1.0,32.0,32.0,-2.3231514888740143,0,0,0,0,Con expensas
56583,5.0,3.0,228.0,228.0,5.269268729103459,1,0,0,1,Sin expensas
56584,4.0,3.0,118.0,109.0,2.36371745616916,1,0,0,1,
56585,1.0,1.0,37.0,34.0,-2.1004409120344647,0,1,1,1,
56586,1.0,1.0,25.0,25.0,-2.452489265359537,0,0,0,0,
56587,3.0,2.0,78.0,66.0,0.0085642999886626,0,0,0,0,
56588,1.0,1.0,52.0,38.0,-1.871155600071417,1,1,1,0,
56589,3.0,2.0,80.0,64.6,0.4404299091668662,1,0,0,1,
56590,2.0,1.0,45.0,45.0,-1.560657476286036,0,0,0,0,Bajas expensas
56591,4.0,2.0,100.0,100.0,1.432574265191557,0,1,0,1,Con expensas
56592,3.0,2.0,82.0,76.0,0.8733126002195206,0,0,0,1,
56593,1.0,1.0,23.0,23.0,-2.464140602163892,0,0,0,0,Bajas expensas
56594,5.0,4.0,200.0,185.0,6.250850334259319,1,0,0,0,Con expensas
56595,4.0,3.0,95.0,85.0,1.73749372424212,1,0,0,0,
56596,2.0,1.0,56.0,52.0,-1.3165135566073292,0,0,0,1,
56597,2.0,1.0,52.0,44.0,-1.3818090071397595,0,1,0,1,
56598,2.0,1.0,42.0,38.9,-1.288167136416153,0,0,0,1,Con expensas
56599,3.0,2.0,117.5,88.0,1.1210012405827388,0,0,0,0,
56600,4.0,3.0,105.0,95.0,1.9045281295633407,1,0,0,0,
56601,2.0,1.0,45.0,38.0,-1.4812252683449905,0,1,1,1,Con expensas
56602,1.0,1.0,41.0,38.0,-2.0596616313340834,0,0,0,0,Con expensas
56603,3.0,1.0,24.0,24.0,-1.71470907487044,0,0,0,0,Bajas expensas
56604,4.0,3.0,87.0,80.0,1.0662161930925629,0,0,0,0,Con expensas
56605,2.0,1.0,50.0,40.0,-1.4801312142437295,0,1,1,0,Bajas expensas
56606,2.0,1.0,54.0,54.0,-1.2048155403148195,0,0,0,0,
56607,3.0,2.0,82.0,72.0,0.2533170897698144,0,0,0,0,
56608,2.0,1.0,55.0,47.0,-1.265257243426466,0,1,0,0,Con expensas
56609,3.0,2.0,155.0,67.0,1.178189016206984,1,1,1,0,Con expensas
56610,3.0,2.0,83.0,83.0,0.319765478543666,1,0,0,0,Con expensas
56611,2.0,1.0,49.0,41.0,-1.438910676830417,0,0,1,1,Con expensas
56612,3.0,2.0,79.0,67.0,0.1254358715900659,0,0,0,1,Con expensas
56613,4.0,3.0,142.0,132.0,3.1781332075103688,1,0,0,0,Con expensas
56614,3.0,2.0,74.0,66.0,0.1317630776698609,0,0,1,0,
56615,1.0,1.0,25.0,25.0,-2.37310828918334,1,0,0,0,Bajas expensas
56616,2.0,1.0,41.0,41.0,-1.6334602024242968,0,0,0,0,
56617,3.0,3.0,78.0,68.0,1.0988832394931394,1,0,1,0,Con expensas
56618,3.0,2.0,212.0,65.0,1.5438522189442403,1,0,0,0,Bajas expensas
56619,3.0,3.0,72.0,70.0,0.4729490356668047,0,0,0,0,Bajas expensas
56620,5.0,4.0,179.0,165.0,4.484071626762577,0,0,0,0,
56621,3.0,2.0,71.0,67.0,-0.050313031118862,0,0,0,0,
56622,3.0,2.0,40.0,40.0,-0.797235845434371,0,0,0,0,
56623,6.0,5.0,230.0,185.0,6.168626718089176,0,1,0,0,
